Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
318,0.0,1.0,0.0,1,0.0,2058,2134.0,88.0,360.0,0.0,2,1
319,1.0,0.0,1.0,1,0.0,3541,0.0,112.0,360.0,0.0,1,1
320,0.0,1.0,1.0,1,1.0,10000,0.0,155.0,360.0,1.0,0,0
321,0.0,1.0,0.0,1,0.0,2400,2167.0,115.0,360.0,1.0,1,1
322,0.0,1.0,3.0,1,0.0,4342,189.0,124.0,360.0,1.0,1,1
323,0.0,1.0,2.0,0,0.0,3601,1590.0,0.0,360.0,1.0,0,1
324,1.0,0.0,0.0,1,0.0,3166,2985.0,132.0,360.0,0.0,0,1
325,0.0,1.0,3.0,1,0.0,15000,0.0,300.0,360.0,1.0,0,1
326,0.0,1.0,1.0,1,1.0,8666,4983.0,376.0,360.0,0.0,0,0
327,0.0,0.0,0.0,1,0.0,4917,0.0,130.0,360.0,0.0,0,1
328,0.0,1.0,0.0,1,1.0,5818,2160.0,184.0,360.0,1.0,1,1
329,1.0,1.0,0.0,1,0.0,4333,2451.0,110.0,360.0,1.0,2,0
330,1.0,0.0,0.0,1,0.0,2500,0.0,67.0,360.0,1.0,2,1
331,0.0,0.0,1.0,1,0.0,4384,1793.0,117.0,360.0,1.0,2,1
332,0.0,0.0,0.0,1,0.0,2935,0.0,98.0,360.0,1.0,1,1
333,0.0,0.0,0.0,1,0.0,2833,0.0,71.0,360.0,1.0,2,1
334,0.0,1.0,0.0,1,0.0,63337,0.0,490.0,180.0,1.0,2,1
335,0.0,1.0,1.0,1,1.0,9833,1833.0,182.0,180.0,1.0,2,1
336,0.0,1.0,0.0,1,1.0,5503,4490.0,70.0,0.0,1.0,1,1
337,0.0,1.0,1.0,1,0.0,5250,688.0,160.0,360.0,1.0,0,1
338,0.0,1.0,2.0,1,1.0,2500,4600.0,176.0,360.0,1.0,0,1
339,1.0,0.0,3.0,0,0.0,1830,0.0,0.0,360.0,0.0,2,0
340,1.0,0.0,0.0,1,0.0,4160,0.0,71.0,360.0,1.0,1,1
341,0.0,1.0,3.0,0,0.0,2647,1587.0,173.0,360.0,1.0,0,0
342,1.0,0.0,0.0,1,0.0,2378,0.0,46.0,360.0,1.0,0,0
343,0.0,1.0,1.0,0,0.0,4554,1229.0,158.0,360.0,1.0,2,1
344,0.0,1.0,3.0,0,0.0,3173,0.0,74.0,360.0,1.0,1,1
345,0.0,1.0,2.0,1,0.0,2583,2330.0,125.0,360.0,1.0,0,1
346,0.0,1.0,0.0,1,0.0,2499,2458.0,160.0,360.0,1.0,1,1
347,0.0,1.0,0.0,0,0.0,3523,3230.0,152.0,360.0,0.0,0,0
348,0.0,1.0,2.0,0,0.0,3083,2168.0,126.0,360.0,1.0,2,1
349,0.0,1.0,0.0,1,0.0,6333,4583.0,259.0,360.0,0.0,1,1
350,0.0,1.0,0.0,1,0.0,2625,6250.0,187.0,360.0,1.0,0,1
351,0.0,1.0,0.0,1,0.0,9083,0.0,228.0,360.0,1.0,1,1
352,0.0,0.0,0.0,1,0.0,8750,4167.0,308.0,360.0,1.0,0,0
353,0.0,1.0,3.0,1,0.0,2666,2083.0,95.0,360.0,1.0,0,1
354,1.0,1.0,0.0,1,1.0,5500,0.0,105.0,360.0,0.0,0,0
355,1.0,1.0,0.0,1,0.0,2423,505.0,130.0,360.0,1.0,1,1
356,1.0,0.0,0.0,1,0.0,3813,0.0,116.0,180.0,1.0,2,1
357,0.0,1.0,2.0,1,0.0,8333,3167.0,165.0,360.0,1.0,0,1
358,0.0,1.0,1.0,1,0.0,3875,0.0,67.0,360.0,1.0,2,0
359,0.0,1.0,0.0,0,0.0,3000,1666.0,100.0,480.0,0.0,2,0
360,0.0,1.0,3.0,1,0.0,5167,3167.0,200.0,360.0,1.0,1,1
361,1.0,0.0,1.0,1,0.0,4723,0.0,81.0,360.0,1.0,1,0
362,0.0,1.0,2.0,1,0.0,5000,3667.0,236.0,360.0,1.0,1,1
363,0.0,1.0,0.0,1,0.0,4750,2333.0,130.0,360.0,1.0,2,1
364,0.0,1.0,0.0,1,0.0,3013,3033.0,95.0,300.0,0.0,2,1
365,0.0,0.0,0.0,1,1.0,6822,0.0,141.0,360.0,1.0,0,1
366,0.0,0.0,0.0,0,0.0,6216,0.0,133.0,360.0,1.0,0,0
367,0.0,0.0,0.0,1,0.0,2500,0.0,96.0,480.0,1.0,1,0
368,0.0,0.0,0.0,1,0.0,5124,0.0,124.0,0.0,0.0,0,0
369,0.0,1.0,1.0,1,0.0,6325,0.0,175.0,360.0,1.0,1,1
370,0.0,1.0,0.0,1,0.0,19730,5266.0,570.0,360.0,1.0,0,0
371,1.0,0.0,0.0,1,1.0,15759,0.0,55.0,360.0,1.0,1,1
372,0.0,1.0,2.0,1,0.0,5185,0.0,155.0,360.0,1.0,1,1
373,0.0,1.0,2.0,1,1.0,9323,7873.0,380.0,300.0,1.0,0,1
374,0.0,0.0,1.0,1,0.0,3062,1987.0,111.0,180.0,0.0,2,0
375,1.0,0.0,0.0,1,0.0,2764,1459.0,110.0,360.0,1.0,2,1
376,0.0,1.0,0.0,1,0.0,4817,923.0,120.0,180.0,1.0,2,1
377,0.0,1.0,3.0,1,0.0,8750,4996.0,130.0,360.0,1.0,0,1
378,0.0,1.0,0.0,1,0.0,4310,0.0,130.0,360.0,0.0,1,1
379,0.0,0.0,0.0,1,0.0,3069,0.0,71.0,480.0,1.0,2,0
380,0.0,1.0,2.0,1,0.0,5391,0.0,130.0,360.0,1.0,2,1
381,0.0,1.0,0.0,1,0.0,3333,2500.0,128.0,360.0,1.0,1,1
382,0.0,0.0,0.0,1,0.0,5941,4232.0,296.0,360.0,1.0,1,1
383,1.0,0.0,0.0,1,0.0,6000,0.0,156.0,360.0,1.0,2,1
384,0.0,0.0,0.0,1,1.0,7167,0.0,128.0,360.0,1.0,2,1
385,0.0,1.0,2.0,1,0.0,4566,0.0,100.0,360.0,1.0,2,0
386,0.0,0.0,1.0,1,0.0,3667,0.0,113.0,180.0,1.0,2,1
387,0.0,0.0,0.0,0,0.0,2346,1600.0,132.0,360.0,1.0,1,1
388,0.0,1.0,0.0,0,0.0,3010,3136.0,0.0,360.0,0.0,2,0
389,0.0,1.0,0.0,1,0.0,2333,2417.0,136.0,360.0,1.0,2,1
390,0.0,1.0,0.0,1,0.0,5488,0.0,125.0,360.0,1.0,0,1
391,0.0,0.0,3.0,1,0.0,9167,0.0,185.0,360.0,1.0,0,1
392,0.0,1.0,3.0,1,0.0,9504,0.0,275.0,360.0,1.0,0,1
393,0.0,1.0,0.0,1,0.0,2583,2115.0,120.0,360.0,0.0,2,1
394,0.0,1.0,2.0,0,0.0,1993,1625.0,113.0,180.0,1.0,1,1
395,0.0,1.0,2.0,1,0.0,3100,1400.0,113.0,360.0,1.0,2,1
396,0.0,1.0,2.0,1,0.0,3276,484.0,135.0,360.0,0.0,1,1
397,1.0,0.0,0.0,1,0.0,3180,0.0,71.0,360.0,0.0,2,0
398,0.0,1.0,0.0,1,0.0,3033,1459.0,95.0,360.0,1.0,2,1
399,0.0,0.0,0.0,0,0.0,3902,1666.0,109.0,360.0,1.0,0,1
400,1.0,0.0,0.0,1,0.0,1500,1800.0,103.0,360.0,0.0,1,0
401,0.0,1.0,2.0,0,0.0,2889,0.0,45.0,180.0,0.0,2,0
402,0.0,0.0,0.0,0,0.0,2755,0.0,65.0,300.0,1.0,0,0
403,0.0,0.0,0.0,1,0.0,2500,20000.0,103.0,360.0,1.0,1,1
404,1.0,0.0,0.0,0,0.0,1963,0.0,53.0,360.0,1.0,1,1
405,1.0,0.0,0.0,1,1.0,7441,0.0,194.0,360.0,1.0,0,0
406,1.0,0.0,0.0,1,0.0,4547,0.0,115.0,360.0,1.0,1,1
407,0.0,1.0,0.0,0,0.0,2167,2400.0,115.0,360.0,1.0,2,1
408,1.0,0.0,0.0,0,0.0,2213,0.0,66.0,360.0,1.0,0,1
409,0.0,1.0,1.0,1,0.0,8300,0.0,152.0,300.0,0.0,1,0
410,0.0,1.0,3.0,1,0.0,81000,0.0,360.0,360.0,0.0,0,0
411,1.0,0.0,1.0,0,1.0,3867,0.0,62.0,360.0,1.0,1,0
412,0.0,1.0,0.0,1,0.0,6256,0.0,160.0,360.0,0.0,2,1
413,0.0,1.0,0.0,0,0.0,6096,0.0,218.0,360.0,0.0,0,0
414,0.0,1.0,0.0,0,0.0,2253,2033.0,110.0,360.0,1.0,0,1
415,1.0,1.0,0.0,0,0.0,2149,3237.0,178.0,360.0,0.0,1,0
416,1.0,0.0,0.0,1,0.0,2995,0.0,60.0,360.0,1.0,2,1
417,1.0,0.0,1.0,1,0.0,2600,0.0,160.0,360.0,1.0,2,0
418,0.0,1.0,2.0,1,1.0,1600,20000.0,239.0,360.0,1.0,2,0
419,0.0,1.0,0.0,1,0.0,1025,2773.0,112.0,360.0,1.0,0,1
420,0.0,1.0,0.0,1,0.0,3246,1417.0,138.0,360.0,1.0,1,1
421,0.0,1.0,0.0,1,0.0,5829,0.0,138.0,360.0,1.0,0,1
422,1.0,0.0,0.0,0,0.0,2720,0.0,80.0,0.0,0.0,2,0
423,0.0,1.0,0.0,1,0.0,1820,1719.0,100.0,360.0,1.0,2,1
424,0.0,1.0,1.0,1,0.0,7250,1667.0,110.0,0.0,0.0,2,0
425,0.0,1.0,0.0,1,0.0,14880,0.0,96.0,360.0,1.0,1,1
426,0.0,1.0,0.0,1,0.0,2666,4300.0,121.0,360.0,1.0,0,1
427,1.0,0.0,1.0,0,0.0,4606,0.0,81.0,360.0,1.0,0,0
428,0.0,1.0,2.0,1,0.0,5935,0.0,133.0,360.0,1.0,1,1
429,0.0,1.0,0.0,1,0.0,2920,16.12000084,87.0,360.0,1.0,0,1
430,0.0,0.0,0.0,0,0.0,2717,0.0,60.0,180.0,1.0,2,1
431,1.0,0.0,1.0,1,1.0,8624,0.0,150.0,360.0,1.0,1,1
432,0.0,0.0,0.0,1,0.0,6500,0.0,105.0,360.0,0.0,0,0
433,0.0,0.0,0.0,1,0.0,12876,0.0,405.0,360.0,1.0,1,1
434,0.0,1.0,0.0,1,0.0,2425,2340.0,143.0,360.0,1.0,1,1
435,0.0,0.0,0.0,1,0.0,3750,0.0,100.0,360.0,1.0,2,1
436,1.0,0.0,0.0,1,0.0,10047,0.0,0.0,240.0,1.0,1,1
437,0.0,0.0,0.0,1,0.0,1926,1851.0,50.0,360.0,1.0,1,1
438,0.0,1.0,0.0,1,0.0,2213,1125.0,0.0,360.0,1.0,2,1
439,0.0,0.0,0.0,1,1.0,10416,0.0,187.0,360.0,0.0,2,0
440,1.0,1.0,0.0,0,1.0,7142,0.0,138.0,360.0,1.0,0,1
441,0.0,0.0,0.0,1,0.0,3660,5064.0,187.0,360.0,1.0,1,1
442,0.0,1.0,0.0,1,0.0,7901,1833.0,180.0,360.0,1.0,0,1
443,0.0,0.0,3.0,0,0.0,4707,1993.0,148.0,360.0,1.0,1,1
444,0.0,0.0,1.0,1,0.0,37719,0.0,152.0,360.0,1.0,1,1
445,0.0,1.0,0.0,1,0.0,7333,8333.0,175.0,300.0,0.0,0,1
446,0.0,1.0,1.0,1,1.0,3466,1210.0,130.0,360.0,1.0,0,1
447,0.0,1.0,2.0,0,0.0,4652,0.0,110.0,360.0,1.0,0,1
448,0.0,1.0,0.0,1,0.0,3539,1376.0,55.0,360.0,1.0,0,0
449,0.0,1.0,2.0,1,0.0,3340,1710.0,150.0,360.0,0.0,0,0
450,0.0,0.0,1.0,0,1.0,2769,1542.0,190.0,360.0,0.0,1,0
451,0.0,1.0,2.0,0,0.0,2309,1255.0,125.0,360.0,0.0,0,0
452,0.0,1.0,2.0,0,0.0,1958,1456.0,60.0,300.0,0.0,2,1
453,0.0,1.0,0.0,1,0.0,3948,1733.0,149.0,360.0,0.0,0,0
454,0.0,1.0,0.0,1,0.0,2483,2466.0,90.0,180.0,0.0,0,1
455,0.0,0.0,0.0,1,1.0,7085,0.0,84.0,360.0,1.0,1,1
456,0.0,1.0,2.0,1,0.0,3859,0.0,96.0,360.0,1.0,1,1
457,0.0,1.0,0.0,1,0.0,4301,0.0,118.0,360.0,1.0,2,1
458,0.0,1.0,0.0,1,0.0,3708,2569.0,173.0,360.0,1.0,2,0
459,0.0,0.0,2.0,1,0.0,4354,0.0,136.0,360.0,1.0,0,1
460,0.0,1.0,0.0,1,0.0,8334,0.0,160.0,360.0,1.0,1,0
461,0.0,1.0,0.0,1,1.0,2083,4083.0,160.0,360.0,0.0,1,1
462,0.0,1.0,3.0,1,0.0,7740,0.0,128.0,180.0,1.0,2,1
463,0.0,1.0,0.0,1,0.0,3015,2188.0,153.0,360.0,1.0,0,1
464,1.0,0.0,1.0,0,0.0,5191,0.0,132.0,360.0,1.0,1,1
465,0.0,0.0,0.0,1,0.0,4166,0.0,98.0,360.0,0.0,1,0
466,0.0,0.0,0.0,1,0.0,6000,0.0,140.0,360.0,1.0,0,1
467,0.0,1.0,3.0,0,0.0,2947,1664.0,70.0,180.0,0.0,2,0
468,0.0,1.0,0.0,1,0.0,16692,0.0,110.0,360.0,1.0,1,1
469,1.0,1.0,2.0,0,0.0,210,2917.0,98.0,360.0,1.0,1,1
470,0.0,1.0,0.0,1,0.0,4333,2451.0,110.0,360.0,1.0,2,0
471,0.0,1.0,1.0,1,1.0,3450,2079.0,162.0,360.0,1.0,1,1
472,0.0,1.0,1.0,0,0.0,2653,1500.0,113.0,180.0,0.0,0,0
473,0.0,1.0,3.0,1,0.0,4691,0.0,100.0,360.0,1.0,1,1
474,1.0,0.0,0.0,1,1.0,2500,0.0,93.0,360.0,0.0,2,1
475,0.0,0.0,2.0,1,0.0,5532,4648.0,162.0,360.0,1.0,0,1
476,0.0,1.0,2.0,1,1.0,16525,1014.0,150.0,360.0,1.0,0,1
477,0.0,1.0,2.0,1,0.0,6700,1750.0,230.0,300.0,1.0,1,1
478,0.0,1.0,2.0,1,0.0,2873,1872.0,132.0,360.0,0.0,1,0
479,0.0,1.0,1.0,1,1.0,16667,2250.0,86.0,360.0,1.0,1,1
480,0.0,1.0,2.0,1,0.0,2947,1603.0,0.0,360.0,1.0,2,0
481,1.0,0.0,0.0,0,0.0,4350,0.0,154.0,360.0,1.0,0,1
482,0.0,1.0,3.0,0,0.0,3095,0.0,113.0,360.0,1.0,0,1
483,0.0,1.0,0.0,1,0.0,2083,3150.0,128.0,360.0,1.0,1,1
484,0.0,1.0,0.0,1,0.0,10833,0.0,234.0,360.0,1.0,1,1
485,0.0,1.0,2.0,1,0.0,8333,0.0,246.0,360.0,1.0,1,1
486,0.0,1.0,1.0,0,0.0,1958,2436.0,131.0,360.0,1.0,0,1
487,0.0,0.0,2.0,1,0.0,3547,0.0,80.0,360.0,0.0,0,0
488,0.0,1.0,1.0,1,0.0,18333,0.0,500.0,360.0,1.0,2,0
489,0.0,1.0,2.0,1,1.0,4583,2083.0,160.0,360.0,1.0,1,1
490,0.0,0.0,0.0,1,0.0,2435,0.0,75.0,360.0,1.0,2,0
491,0.0,0.0,0.0,0,0.0,2699,2785.0,96.0,360.0,0.0,1,1
492,0.0,1.0,1.0,0,0.0,5333,1131.0,186.0,360.0,0.0,2,1
493,0.0,0.0,0.0,0,0.0,3691,0.0,110.0,360.0,1.0,0,1
494,1.0,0.0,0.0,0,1.0,17263,0.0,225.0,360.0,1.0,1,1
495,0.0,1.0,0.0,1,0.0,3597,2157.0,119.0,360.0,0.0,0,0
496,1.0,1.0,1.0,1,0.0,3326,913.0,105.0,84.0,1.0,1,1
497,0.0,1.0,0.0,0,0.0,2600,1700.0,107.0,360.0,1.0,0,1
498,0.0,1.0,0.0,1,0.0,4625,2857.0,111.0,12.0,0.0,2,1
499,0.0,1.0,1.0,1,1.0,2895,0.0,95.0,360.0,1.0,1,1
500,0.0,0.0,0.0,1,0.0,6283,4416.0,209.0,360.0,0.0,0,0
501,1.0,0.0,0.0,1,0.0,645,3683.0,113.0,480.0,1.0,0,1
502,1.0,0.0,0.0,1,0.0,3159,0.0,100.0,360.0,1.0,1,1
503,0.0,1.0,2.0,1,0.0,4865,5624.0,208.0,360.0,1.0,1,1
504,0.0,1.0,1.0,0,0.0,4050,5302.0,138.0,360.0,0.0,0,0
505,0.0,1.0,0.0,0,0.0,3814,1483.0,124.0,300.0,1.0,1,1
506,0.0,1.0,2.0,1,0.0,3510,4416.0,243.0,360.0,1.0,0,1
507,0.0,1.0,0.0,1,0.0,20833,6667.0,480.0,360.0,0.0,2,1
508,0.0,0.0,0.0,1,0.0,3583,0.0,96.0,360.0,1.0,2,0
509,0.0,1.0,0.0,1,1.0,2479,3013.0,188.0,360.0,1.0,2,1
510,1.0,0.0,1.0,1,0.0,13262,0.0,40.0,360.0,1.0,2,1
511,0.0,0.0,0.0,0,0.0,3598,1287.0,100.0,360.0,1.0,0,0
512,0.0,1.0,1.0,1,0.0,6065,2004.0,250.0,360.0,1.0,1,1
513,0.0,1.0,2.0,1,0.0,3283,2035.0,148.0,360.0,1.0,2,1
514,0.0,1.0,0.0,1,0.0,2130,6666.0,70.0,180.0,1.0,1,0
515,0.0,0.0,0.0,1,0.0,5815,3666.0,311.0,360.0,1.0,0,0
516,0.0,1.0,3.0,1,0.0,3466,3428.0,150.0,360.0,1.0,0,1
517,1.0,1.0,2.0,1,0.0,2031,1632.0,113.0,480.0,1.0,1,1
518,0.0,1.0,0.0,0,0.0,3074,1800.0,123.0,360.0,0.0,1,0
519,0.0,0.0,0.0,1,0.0,4683,1915.0,185.0,360.0,1.0,1,0
520,1.0,0.0,0.0,0,0.0,3400,0.0,95.0,360.0,1.0,0,0
521,0.0,1.0,2.0,0,0.0,2192,1742.0,45.0,360.0,1.0,1,1
522,0.0,0.0,0.0,1,0.0,2500,0.0,55.0,360.0,1.0,1,1
523,0.0,1.0,3.0,1,1.0,5677,1424.0,100.0,360.0,1.0,0,1
524,0.0,1.0,2.0,1,1.0,7948,7166.0,480.0,360.0,1.0,0,1
525,0.0,0.0,0.0,1,0.0,4680,2087.0,0.0,360.0,1.0,1,0
526,0.0,1.0,2.0,1,1.0,17500,0.0,400.0,360.0,1.0,0,1
527,0.0,1.0,0.0,1,0.0,3775,0.0,110.0,360.0,1.0,1,1
528,0.0,1.0,1.0,0,0.0,5285,1430.0,161.0,360.0,0.0,1,1
529,0.0,0.0,1.0,0,0.0,2679,1302.0,94.0,360.0,1.0,1,1
530,0.0,0.0,0.0,0,0.0,6783,0.0,130.0,360.0,1.0,1,1
531,0.0,1.0,0.0,1,0.0,1025,5500.0,216.0,360.0,0.0,0,1
532,0.0,1.0,3.0,1,0.0,4281,0.0,100.0,360.0,1.0,2,1
533,0.0,0.0,2.0,1,0.0,3588,0.0,110.0,360.0,0.0,0,0
534,0.0,0.0,1.0,1,0.0,11250,0.0,196.0,360.0,0.0,1,0
535,1.0,0.0,0.0,0,1.0,18165,0.0,125.0,360.0,1.0,2,1
536,0.0,0.0,0.0,0,0.0,2550,2042.0,126.0,360.0,1.0,0,1
537,0.0,1.0,0.0,1,0.0,6133,3906.0,324.0,360.0,1.0,2,1
538,0.0,0.0,2.0,1,0.0,3617,0.0,107.0,360.0,1.0,1,1
539,0.0,1.0,0.0,0,0.0,2917,536.0,66.0,360.0,1.0,0,0
540,0.0,1.0,3.0,1,0.0,6417,0.0,157.0,180.0,1.0,0,1
541,1.0,1.0,1.0,1,0.0,4608,2845.0,140.0,180.0,1.0,1,1
542,1.0,0.0,0.0,1,0.0,2138,0.0,99.0,360.0,0.0,1,0
543,1.0,0.0,1.0,1,0.0,3652,0.0,95.0,360.0,1.0,1,1
544,0.0,1.0,1.0,0,0.0,2239,2524.0,128.0,360.0,1.0,2,1
545,1.0,1.0,0.0,0,0.0,3017,663.0,102.0,360.0,0.0,1,1
546,0.0,1.0,0.0,1,0.0,2768,1950.0,155.0,360.0,1.0,0,1
547,0.0,0.0,0.0,0,0.0,3358,0.0,80.0,36.0,1.0,1,0
548,0.0,0.0,0.0,1,0.0,2526,1783.0,145.0,360.0,1.0,0,1
549,1.0,0.0,0.0,1,0.0,5000,0.0,103.0,360.0,0.0,1,0
550,0.0,1.0,0.0,1,0.0,2785,2016.0,110.0,360.0,1.0,0,1
551,0.0,1.0,2.0,1,1.0,6633,0.0,0.0,360.0,0.0,0,0
552,0.0,1.0,1.0,0,0.0,2492,2375.0,0.0,360.0,1.0,0,1
553,0.0,1.0,1.0,1,0.0,3333,3250.0,158.0,360.0,1.0,2,1
554,0.0,1.0,0.0,0,0.0,2454,2333.0,181.0,360.0,0.0,2,0
555,0.0,1.0,0.0,1,0.0,3593,4266.0,132.0,180.0,0.0,0,0
556,0.0,1.0,1.0,1,0.0,5468,1032.0,26.0,360.0,1.0,1,1
557,1.0,0.0,0.0,1,0.0,2667,1625.0,84.0,360.0,0.0,2,1
558,0.0,1.0,3.0,1,1.0,10139,0.0,260.0,360.0,1.0,1,1
559,0.0,1.0,0.0,1,0.0,3887,2669.0,162.0,360.0,1.0,1,1
560,1.0,1.0,0.0,1,0.0,4180,2306.0,182.0,360.0,1.0,1,1
561,0.0,1.0,2.0,0,0.0,3675,242.0,108.0,360.0,1.0,1,1
562,1.0,1.0,1.0,1,1.0,19484,0.0,600.0,360.0,1.0,1,1
563,0.0,1.0,0.0,1,0.0,5923,2054.0,211.0,360.0,1.0,0,1
564,0.0,0.0,0.0,0,1.0,5800,0.0,132.0,360.0,1.0,1,1
565,0.0,1.0,2.0,1,0.0,8799,0.0,258.0,360.0,0.0,2,0
566,0.0,1.0,0.0,0,0.0,4467,0.0,120.0,360.0,0.0,0,1
567,0.0,0.0,0.0,1,0.0,3333,0.0,70.0,360.0,1.0,2,1
568,0.0,1.0,3.0,1,0.0,3400,2500.0,123.0,360.0,0.0,0,0
569,1.0,0.0,0.0,1,0.0,2378,0.0,9.0,360.0,1.0,2,0
570,0.0,1.0,0.0,1,0.0,3166,2064.0,104.0,360.0,0.0,2,0
571,0.0,1.0,1.0,1,0.0,3417,1750.0,186.0,360.0,1.0,2,1
572,0.0,1.0,0.0,1,0.0,5116,1451.0,165.0,360.0,0.0,2,0
573,0.0,1.0,2.0,1,0.0,16666,0.0,275.0,360.0,1.0,2,1
574,0.0,1.0,2.0,0,0.0,6125,1625.0,187.0,480.0,1.0,1,0
575,0.0,1.0,3.0,1,0.0,6406,0.0,150.0,360.0,1.0,1,0
576,0.0,1.0,2.0,1,0.0,3159,461.0,108.0,84.0,1.0,2,1
577,0.0,1.0,0.0,1,0.0,3087,2210.0,136.0,360.0,0.0,1,0
578,0.0,0.0,0.0,1,0.0,3229,2739.0,110.0,360.0,1.0,2,1
579,0.0,1.0,1.0,1,0.0,1782,2232.0,107.0,360.0,1.0,0,1
580,0.0,0.0,0.0,1,0.0,3182,2917.0,161.0,360.0,1.0,2,1
581,0.0,1.0,2.0,1,0.0,6540,0.0,205.0,360.0,1.0,1,1
582,0.0,0.0,0.0,1,0.0,1836,33837.0,90.0,360.0,1.0,2,0
583,1.0,1.0,0.0,1,0.0,3166,0.0,36.0,360.0,1.0,1,1
584,0.0,1.0,1.0,1,0.0,1880,0.0,61.0,360.0,0.0,0,0
585,0.0,1.0,1.0,1,0.0,2787,1917.0,146.0,360.0,0.0,0,0
586,0.0,1.0,1.0,1,0.0,4283,3000.0,172.0,84.0,1.0,0,0
587,0.0,1.0,0.0,1,0.0,2297,1522.0,104.0,360.0,1.0,2,1
588,1.0,0.0,0.0,0,0.0,2165,0.0,70.0,360.0,1.0,1,1
589,0.0,0.0,0.0,1,0.0,4750,0.0,94.0,360.0,1.0,1,1
590,0.0,1.0,2.0,1,1.0,2726,0.0,106.0,360.0,0.0,1,0
591,0.0,1.0,0.0,1,0.0,3000,3416.0,56.0,180.0,1.0,1,1
592,0.0,1.0,2.0,1,1.0,6000,0.0,205.0,240.0,1.0,1,0
593,0.0,0.0,3.0,1,1.0,9357,0.0,292.0,360.0,1.0,1,1
594,0.0,1.0,0.0,1,0.0,3859,3300.0,142.0,180.0,1.0,0,1
595,0.0,1.0,0.0,1,1.0,16120,0.0,260.0,360.0,1.0,2,1
596,0.0,0.0,0.0,0,0.0,3833,0.0,110.0,360.0,1.0,0,1
597,0.0,1.0,2.0,0,1.0,6383,1000.0,187.0,360.0,1.0,0,0
598,0.0,0.0,0.0,1,0.0,2987,0.0,88.0,360.0,0.0,1,0
599,0.0,1.0,0.0,1,1.0,9963,0.0,180.0,360.0,1.0,0,1
600,0.0,1.0,2.0,1,0.0,5780,0.0,192.0,360.0,1.0,2,1
601,1.0,0.0,3.0,1,0.0,416,41667.0,350.0,180.0,0.0,2,0
602,0.0,1.0,0.0,0,0.0,2894,2792.0,155.0,360.0,1.0,0,1
603,0.0,1.0,3.0,1,0.0,5703,0.0,128.0,360.0,1.0,2,1
604,0.0,0.0,0.0,1,0.0,3676,4301.0,172.0,360.0,1.0,0,1
605,1.0,1.0,1.0,1,0.0,12000,0.0,496.0,360.0,1.0,1,1
606,0.0,1.0,0.0,0,0.0,2400,3800.0,0.0,180.0,1.0,2,0
607,0.0,1.0,1.0,1,0.0,3400,2500.0,173.0,360.0,1.0,1,1
608,0.0,1.0,2.0,0,0.0,3987,1411.0,157.0,360.0,1.0,0,1
609,0.0,1.0,0.0,1,0.0,3232,1950.0,108.0,360.0,1.0,0,1
610,1.0,0.0,0.0,1,0.0,2900,0.0,71.0,360.0,1.0,0,1
611,0.0,1.0,3.0,1,0.0,4106,0.0,40.0,180.0,1.0,0,1
612,0.0,1.0,1.0,1,0.0,8072,240.0,253.0,360.0,1.0,2,1
613,0.0,1.0,2.0,1,0.0,7583,0.0,187.0,360.0,1.0,2,1
614,1.0,0.0,0.0,1,1.0,4583,0.0,133.0,360.0,0.0,1,0
615,0.6437021619230251,0.6437021619230251,0.6437021619230251,1,1.0,11321,0.0,213.6715388703741,360.0,0.3562978380769749,2,0
616,0.09317155845424596,0.0,0.0,1,0.0,3418,0.0,127.74537246763397,360.0,1.0,0,0
617,0.0,1.0,0.0,0,0.0,3587,4224.635898093536,137.44264498769272,131.01619511076564,0.0,0,0
618,0.0,0.6476901205413623,0.0,1,0.0,2226,0.0,61.05692963837591,402.27718553503655,0.0,1,0
619,0.0,1.0,0.0,1,0.0,3365,2199.929228728637,134.98386831314522,360.0,0.9994796230046842,0,0
620,0.0,0.352568856334169,1.942293430997493,1,0.0,13269,2682.688029299248,314.3588982986533,360.0,1.0,0,0
621,0.0,0.695218741841971,1.390437483683942,0,0.0,2316,1314.7371265989736,117.99003106236533,396.57375097896346,0.0,0,0
622,0.8353441468570583,0.0,0.32931170628588347,1,0.0,3516,0.0,76.65862341257177,360.0,0.0,1,0
623,0.0,0.46591058062455804,0.9318211612491161,0,0.0,3037,0.0,60.48859316188782,276.13609548757955,0.534089419375442,2,0
624,1.0,0.0,0.0,1,0.0,4197,0.0,114.06068011456406,360.0,0.4848299713589832,1,0
625,0.30756396710972966,0.0,0.0,1,0.0,4778,2226.634041067817,46.44215903356918,396.90767605316756,1.0,0,0
626,0.0,0.7305876662014785,2.1917629986044354,1,0.0,3438,7026.089059083373,229.9210495629297,360.0,0.7305876662014785,0,0
627,0.0,0.0,0.24412552224777417,1,0.7558744777522258,11061,0.0,110.58618401399848,360.0,0.7558744777522258,1,0
628,0.16829104217293056,0.8317089578270694,1.6634179156541389,1,0.16829104217293056,4430,0.0,128.00974625303758,360.0,0.0,1,0
629,0.7812357804269298,1.0,0.0,0,0.0,2724,3373.4956772497867,93.74829365123156,360.0,0.0,2,0
630,0.5581020020173412,0.44189799798265883,0.0,0,0.0,3333,0.0,128.1423498486994,360.0,1.0,0,0
